Cell Type	Z-score	Cluster
Retinoid acid signaling-responsive fetal germ cell	-0.36995414267158805	0
Lymphoblast	-0.36995414267158805	0
Neural progenitor cell	-0.37013433416751695	0
Ciliated cell	-0.37022494195236494	0
Oligodendrocyte progenitor cell	-0.37022494195236494	0
T helper(Th) cell	-0.3702739020217195	0
Natural killer T(NKT)-like cell	-0.3702739020217195	0
CD4+ recently activated effector memory or effector T cell (CTL)	-0.3702739020217195	0
T cell & Natural killer cell	-0.3702739020217195	0
Double-negative T cell	-0.3702739020217195	0
Lake et al.Science.Ex4	-0.3708268440750482	0
Distal tubule & loop of Henle cell	-0.3709673560933001	0
Activated effector cell	-0.37114192932138346	0
T helper 2(Th2) cell	-0.37114192932138346	0
Neutrophil	-0.3711576457187878	0
B progenitor cell	-0.37184499468793486	0
Plasmacytoid dendritic cell	-0.37184499468793486	0
Effector natural killer cell	-0.3723791825452057	0
CD27+ memory B cell	-0.37244103758423913	0
Senescent CD8+ T Cell	-0.37244103758423913	0
Atypical memory B cell	-0.37244103758423913	0
Antibody-secreting cell	-0.37244103758423913	0
Antibody Secreting B cell	-0.37244103758423913	0
B1 cell	-0.37244103758423913	0
Tonsil cell	-0.37244103758423913	0
Transitional memory cell	-0.37244103758423913	0
IgM only B cell	-0.37244103758423913	0
IgG memory B cell	-0.37244103758423913	0
Non-switched B cell	-0.37244103758423913	0
Double-negative B cell	-0.37244103758423913	0
Non class-switched memory B cell	-0.37244103758423913	0
Intermediate transition memory B cell	-0.37244103758423913	0
Transitional memory T cell	-0.37244103758423913	0
Transitional B cell	-0.37244103758423913	0
Plasmablast B cell	-0.37244103758423913	0
hMSC-treated B cell	-0.37244103758423913	0
Class switched memory B IgGκ cell	-0.37244103758423913	0
Activated memory B cell	-0.37244103758423913	0
Unswitched plasmablast	-0.37244103758423913	0
Tissue-like memory B cell	-0.37244103758423913	0
Terminal effector memory T cell	-0.37244103758423913	0
Class switched plasmablast	-0.37244103758423913	0
Memory CD27+ B cell	-0.37244103758423913	0
Memory CD27- B cell	-0.37244103758423913	0
Leukocyte	-0.37244103758423913	0
Live CD19+ cell	-0.37244103758423913	0
Lymph node cell	-0.37244103758423913	0
Effector T cell	-0.37244103758423913	0
Memory T(Tm) cell	-0.37244103758423913	0
Double-negative memory B cell	-0.37244103758423913	0
Mantle B cell	-0.37244103758423913	0
IgA memory B cell	-0.37244103758423913	0
Marginal zone B cell	-0.37244103758423913	0
Airway secretory cell	-0.37249657237929135	0
Pancreatic polypeptide cell	-0.37249657237929135	0
Gonadal mitotic phase fetal germ cell	-0.37249657237929135	0
Basal cell	-0.37249657237929135	0
Alpha cell (α cell)	-0.3725569226568712	0
Monocyte	14.337214983315656	1
Macrophage	7.115031268449089	1
Microglial cell	4.927457985167721	1
Myeloid cell	4.264559372563034	1
Neutrophil	3.2395862607892827	1
Dendritic cell	1.7917824043249129	1
Classical monocyte	0.8997894993871607	1
M2 macrophage	0.8435018284488619	1
CD14+ monocyte	0.8271729941294194	1
Astrocyte	0.6185730754412329	1
Paneth cell	0.5740677273272906	1
Natural killer cell	0.5449320936684753	1
B cell	0.5448825063177526	1
M1 macrophage	0.4576609198872791	1
Kupffer cell	0.397164239039378	1
Intermediate monocyte	0.38461107564790237	1
Fibroblast	0.37063498296000075	1
Endothelial cell	0.3452191170203274	1
CD16+ monocyte	0.333650307512504	1
CD1C-CD141- dendritic cell	0.3019515342835161	1
Mesenchymal stem cell	0.29810188744080923	1
CD4+ T cell	0.28314706841459475	1
Oligodendrocyte	0.2565628716233684	1
Monocyte-derived macrophage	0.238918455151336	1
Leukocyte	0.22172466496905344	1
Immune cell	0.1966586813522056	1
Non-classical monocyte	0.1590830259549665	1
T cell	0.1458397134297151	1
Tumor‐associated macrophage (TAM)	0.1437395576144178	1
Natural killer T(NKT) cell	0.13763624220410522	1
Monocyte-derived dendritic cell	0.1283894304877558	1
Mesenchymal stromal cell	0.12217855010618493	1
Granulocyte	0.11698298629376025	1
CD1C+_B dendritic cell	0.11586885635039114	1
Oligodendrocyte progenitor cell	0.11094037389718542	1
Natural killer T (NKT) cell	0.10862337727956764	1
Regulatory T(Treg) cell	0.100870432105106	1
Neuron	0.08769036645484118	1
Histiocyte	0.0863681661966986	1
Mononuclear phagocyte	0.0793108805005884	1
Monocyte Myeloid-derived suppressor cell (M-MDSC)	0.07846832636829038	1
Myeloid derived suppressor cell (MDSC)	0.0729979651264173	1
Memory CD4+ T cell	0.06698226613876676	1
Memory T cell	0.06690518819256738	1
Cardiomyocyte	0.062294676387226224	1
Alveolar macrophage	0.041196957318807015	1
Dendritic cell lineage	0.028965905900202545	1
Oligodendrocyte precursor cell	0.021671890074273444	1
Naive CD4+ T cell	0.019266293282436318	1
Effector memory T cell	0.011332685030358135	1
CD14 monocyte	0.010377229792631035	1
T helper(Th) cell	-0.004296145656835872	1
T helper 17(Th17) cell	-0.015022801361369863	1
Activated CD4+ T cell	-0.01572352282234159	1
CD14+CD16+ monocyte	-0.01639421418608935	1
Effector memory CD4+ T cell	-0.01921811727675512	1
Regulatory T (Treg) cell	-0.027174131204620665	1
Multilymphoid progenitor cell	-0.02940419346641733	1
Antigen-presenting cell	-0.03463259656397328	1
T helper cell	-0.035994786108948434	1
Megakaryocyte	-0.03700596739874083	1
Gonadal endothelial cell	-0.04006933148709411	1
CD8+ T cell	-0.04531868064554715	1
Oogenesis phase fetal germ cell	-0.047594284282048746	1
Progenitor cell	-0.05348977419492764	1
Mesenchymal cell	-0.05598600109487244	1
Naive T(Th0) cell	-0.05773825450169577	1
Mitotic fetal germ cell	-0.06217494863936327	1
Mitotic arrest phase fetal germ cell	-0.06255722829329761	1
Excitatory neuron	-0.06890677056779232	1
Hepatocyte	-0.06980451549794756	1
Central memory T cell	-0.06999756063621257	1
Naive B cell	-0.0729323121992752	1
Trophectoderm cell	-0.07598089927426731	1
T follicular helper(Tfh) cell	-0.07795357456407812	1
Central memory CD4+ T cell	-0.07795357456407812	1
T helper 1(Th1) cell	-0.07795357456407812	1
Pan-macrophage	-0.08008757990391535	1
Activated microglial cell	-0.08008757990391535	1
Liver bud hepatic cell	-0.09164917517204288	1
Sertoli cell	-0.09334353672268816	1
Granulocyte-monocyte progenitor	-0.09587119814121048	1
Podocyte	-0.09629894019881495	1
Granulosa cell	-0.09674690649375499	1
Adipose-derived stem cell	-0.09863325217345079	1
T helper 2(Th2) cell	-0.10393141420254154	1
Regulatory CD4+ T cell	-0.10393141420254154	1
Responder T cell	-0.10393141420254154	1
Lymphocyte	-0.10393141420254154	1
Type 3 dendritic cell (DC3)	-0.10556303873742522	1
Delta cell	-0.10989454570865495	1
Stem cell	-0.11008386055572984	1
Hematopoietic stem cell	-0.11098258155248046	1
SLC16A7+ cell	-0.12212408347859048	1
Eosinophil	-0.12435976169379095	1
Monocyte derived dendritic cell	-0.1260890521555536	1
Ionocyte cell	-0.12695572893416449	1
Effector T(Teff) cell	-0.12887693315758	1
Leydig cell	-0.13139465508504072	1
Follicular helper (Tfh) T cell	-0.13146381175509975	1
Migration phase fetal germ cell	-0.13180795427092365	1
Effector CD4+ T cell	-0.13266224072704738	1
Enterocyte progenitor cell	-0.1344890910191513	1
Secretory progenitor cell	-0.13670703844603133	1
Follicular B cell	-0.13860212232996846	1
Acinar cell	-0.14004345379290403	1
Gamma delta(γδ) T cell	-0.14032754153985907	1
Proliferative CD4+ T cell	-0.14032754153985907	1
Mast cell	-0.1410606292060296	1
Basal cell	-0.14385291974692657	1
Hematopoietic cell	-0.14547575247836586	1
Ciliated cell	-0.15000397087922404	1
CD1C+_A dendritic cell	-0.15028344727410145	1
Meiotic prophase fetal germ cell	-0.15278111858502136	1
Homeostatic chondrocyte	-0.15418045791973908	1
Plasmacytoid dendritic cell	-0.15794540104822746	1
Lymphoid-primed multipotent progenitor cell(LMPP)	-0.15955127988178683	1
Ciliated epithelial cell	-0.16025839677698991	1
Gonadal mitotic phase fetal germ cell	-0.16118720995336525	1
Fibrocartilage chondrocyte	-0.16142820860871482	1
Meyloid cell	-0.16237078147032605	1
Polymorphonuclear myeloid-derived suppressor(PMN-MDSC) cell	-0.16268890771949654	1
Retinoid acid signaling-responsive fetal germ cell	-0.1643257292268593	1
AXL+SIGLEC6+ dendritic cell	-0.16518186605334353	1
Hofbauer cell	-0.16591945290024465	1
CD141+CLEC9A+ dendritic cell	-0.16731078147963668	1
Epithelial cell	-0.16812388308630816	1
Myeloid dendritic cell	-0.16881050348696236	1
Exhausted CD4+ T cell	-0.17031155255847827	1
Pan monocyte	-0.1703960009648158	1
Glial cell	-0.17125925444009507	1
Leydig precursor cell	-0.17404740562088689	1
DCLK1+ progenitor cell	-0.17496318703878366	1
CLEC10A+ dendritic cell	-0.1757876437687201	1
CLEC9A+ dendritic cell	-0.1757876437687201	1
Naive CD8+ T cell	-0.17631221930485527	1
Stromal cell	-0.17678262557636115	1
Myofibroblast	-0.17693828082859372	1
CD16 monocyte	-0.17707322206882403	1
FOXN4+ cell	-0.17779721719076025	1
Pro-inflammatory macrophage	-0.1780763170104012	1
Beta cell(β cell)	-0.17871779259836942	1
Conventional dendritic cell 2-B (cDC2-B)	-0.17947982330293644	1
Monocyte progenitor cell	-0.17948069930774183	1
Intermediate monocyte cell	-0.18052763336378544	1
Granulocytic-UNK	-0.1816493414926095	1
Natural regulatory T cell	-0.1819749087378827	1
Immature neutrophil	-0.18259337911022322	1
Plasmacytoid dendritic cell(pDC)	-0.1827642561329478	1
Cancer cell	-0.18282243448460989	1
AXL+ SIGLEC6+ dendritic cell	-0.1829085334121966	1
Blood cell	-0.18327806411001674	1
Effector CD8+ memory T (Tem) cell	-0.18398012706286185	1
Activated memory B cell	-0.1840583244389739	1
Inflammatory dendritic cell	-0.18440538258668993	1
Alpha cell (α cell)	-0.18523874595898038	1
Secretory cell	-0.18648069939782563	1
Monocytic myeloid-derived suppressor cell	-0.1867468891263221	1
Myeloid-derived suppressor cell	-0.1867468891263221	1
Immature myeloid cell	-0.1867468891263221	1
CD16+ dendritic cell	-0.1867468891263221	1
Suppressive monocyte	-0.1867468891263221	1
Epiblast cell	-0.18711310157016733	1
Pelvic epithelial cell	-0.1871186988610343	1
Cytotoxic CD4+ T cell	-0.1875222759366753	1
Myoblast	-0.18962304466385216	1
Circulating fetal cell	-0.18963352318881257	1
Conventional dendritic cell 1(cDC1)	-0.19027281855750403	1
Red blood cell (erythrocyte)	-0.19046395615884923	1
Myeloid conventional dendritic cell	-0.1910127034332713	1
Morula cell (Blastomere)	-0.19118089131116311	1
Retinal pigment epithelial cell	-0.19146465781494007	1
Neuroepithelial cell	-0.19148069535006965	1
M1 microglial cell	-0.19151402478086824	1
Prehypertrophic chondrocyte	-0.19161441605921442	1
Brush cell (Tuft cell)	-0.19186801648287896	1
Neuroendocrine cell	-0.19186801648287896	1
Innate lymphoid cell	-0.19201807622474212	1
Tissue resident macrophage	-0.1920603615583275	1
Multipotent progenitor cell	-0.19206789603055274	1
Interferon responsive secretory cell	-0.1924043830674346	1
Pericyte	-0.19261565720606957	1
Tuft progenitor cell	-0.19279039227028297	1
Lake et al.Science.Ex8	-0.19361842601984144	1
Neural progenitor cell	-0.19361842601984144	1
Embryonic stem cell	-0.19374982139915725	1
White blood cell	-0.19400922921240224	1
Inflammatory monocyte	-0.19463698933082432	1
Haematopoietic cell	-0.19463698933082432	1
Urine-derived stem cell	-0.19463698933082432	1
Mature dendritic cell	-0.19463698933082432	1
Monocyte lineage	-0.19463698933082432	1
CD14++CD16- monocyte	-0.19463698933082432	1
Circulating progenitor cell	-0.19463698933082432	1
Platelet	-0.19463698933082432	1
Multipotent mesenchymal stroma cell	-0.19463698933082432	1
Fully activated dendritic cell	-0.19463698933082432	1
Bone marrow stem cell	-0.19463698933082432	1
CD14+ CD1c+ dendritic cell	-0.19463698933082432	1
CD14+ macrophage	-0.19463698933082432	1
CD14+ monocyte-derived macrophage	-0.19463698933082432	1
CD14+ endothelial progenitor cell	-0.19463698933082432	1
Dental pulp stem cell	-0.19463698933082432	1
Hematopoietic precursor cell	-0.19463698933082432	1
Proliferative chondrocyte	-0.19480635144686484	1
CD4+ cytotoxic T1 cell	-0.1948541560261736	1
Adipocyte progenitor cell	-0.19542777418092921	1
Adipocyte	-0.19542777418092921	1
lmmLeydig cell	-0.19542777418092921	1
Vascular smooth muscle cell(VSMC)	-0.1955976306817955	1
M2c macrophage	-0.195855990968969	1
Border-associated macrophage	-0.195855990968969	1
Hepatic cell	-0.19595588934623734	1
LGR5+ stem cell	-0.1960968409527713	1
Macroglial cell	-0.19616991554061933	1
1-cell stage cell (Blastomere)	-0.19616991554061933	1
Sensory neuron	-0.1963536584387987	1
Dorsal lateral ganglionic eminence precursor cell	-0.1963536584387987	1
Airway basal cell	-0.1963536584387987	1
Neutrophil lineage	-0.19652257335319906	1
Polymorphonuclear neutrophil(PMN)	-0.19652257335319906	1
Cardiosphere-derived cell	-0.1969243847687479	1
Corneocyte-like cell	-0.19707776068733882	1
Mesothelial cell	-0.197424224742365	1
M0 macrophage	-0.1975236233933148	1
Demyelinating macrophage	-0.1975236233933148	1
Activated macrophage	-0.1975236233933148	1
Demyelinating microglial cell	-0.1975236233933148	1
Infiltrated mononuclear cell	-0.1975236233933148	1
Stem-cell-derived-alpha cell	-0.19760153025157307	1
Inflammatory Dendritic Epidermal Cell (IDEC)	-0.19760153025157307	1
Reticular fibroblast	-0.19760153025157307	1
Preadipocyte	-0.19760153025157307	1
Venular endothelial cell	-0.1977503564053685	1
Cancer stem cell	-0.1977503564053685	1
MKI67+ progenitor cell	-0.1977503564053685	1
Oligodendrocyte‐like cell	-0.1979677228131954	1
Cardiac progenitor cell	-0.19800157185253542	1
Effector CD8+ T cell	-0.19813158378523785	1
Memory T-cell	-0.19813158378523785	1
Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)	-0.19819749750860116	1
Conventional dendritic cell	-0.19819749750860116	1
Dendritic cell progenitor	-0.19819749750860116	1
Conventional dendritic cell 2-A (cDC2-A)	-0.19819749750860116	1
Granulocytic myeloid-derived suppressor cell(G-MDSC)	-0.19819749750860116	1
Pre-conventional dendritic cell	-0.19819749750860116	1
Naive progenitor cell	-0.19819749750860116	1
Transitional dendritic cell	-0.19819749750860116	1
Polymorphonuclear myeloid-derived suppressor cell	-0.19819749750860116	1
Neural crest-derived cell	-0.19862547778721346	1
Lake et al.Science.Ex6	-0.19870259321430095	1
Subpallium cell	-0.19870259321430095	1
Dorsal medial ganglionic eminence precursor cell	-0.19870259321430095	1
Lateral ganglionic eminence cell	-0.19870259321430095	1
Germline stem cell	-0.19874280575196304	1
Germinal stem cell	-0.19874280575196304	1
Dendritic cell 2A	-0.1990987292938393	1
Neural stem cell	-0.19935698393815682	1
Regulatory chondrocyte	-0.19944536130913643	1
Fat cell	-0.19949727527684122	1
Myeloid progenitor cell	-0.19949727527684122	1
Human-induced pluripotent stem cell (iPSC)	-0.19956241181301437	1
Naive human pluripotent stem cell	-0.19956241181301437	1
Adipose-derived stromal cell	-0.19956241181301437	1
Corneal epithelial cell	-0.19957042998707997	1
Lake et al.Science.Ex2	-0.19968504180278357	1
FGFR1LowNME5- epithelial cell	-0.19981548639639599	1
Capillary cell	-0.19995799623505497	1
Immature B cell	-0.20000868907817504	1
Germinal center cell	-0.20000868907817504	1
Mature B cell	-0.20000868907817504	1
Follicular cell	-0.20000868907817504	1
Activated effector cell	-0.20000868907817504	1
Memory B cell	-0.2005130458773825	1
CD16+ dendritic cell (CD16+ DC)	-0.2005130458773825	1
Germinal center B cell	-0.2005335744208877	1
Microglia‐like cell	-0.20063777893153378	1
OxPhos monocyte	-0.20064356109739862	1
Lymphoblastoid cell	-0.2007705046392854	1
Exausted T(Tex) cell	-0.2007705046392854	1
Erythroid lineage cell	-0.20096299897978046	1
Spermatogonial stem cell	-0.20101556520309577	1
Damage-associated transient progenitor cell	-0.20111809515577542	1
Lake et al.Science.In6	-0.20132273753445412	1
Interstitial macrophage	-0.20142789668854835	1
Early T cell progenitor (ETP)	-0.20154419196470624	1
Activated tissue resident memory CD4+ T cell	-0.20161801554853284	1
Regulatory CD25+ T cell	-0.20161801554853284	1
T helper2 (Th2) cell	-0.20161801554853284	1
Naive CD4 T cell	-0.20161801554853284	1
Exhausted T(Tex) cell	-0.20161801554853284	1
Activated regulatory T cell	-0.20161801554853284	1
Activated effector memory CD4+ T cell	-0.20161801554853284	1
Naive T cell	-0.20161801554853284	1
Chronically activated CD4+ T cell	-0.20161801554853284	1
CD4+ Terminally Differentiated Effector Memory Cell	-0.20161801554853284	1
CD4 T cell	-0.20161801554853284	1
CD25+LAG3+ T cell	-0.20161801554853284	1
CD25 LAG3+ T cell	-0.20161801554853284	1
CD8+ mucosal-associated invariant T cell(CD8+ MAIT)	-0.20161801554853284	1
CD4+ recently activated effector memory or effector T cell (CTL)	-0.20161801554853284	1
CD4+ cytotoxic T2 cell	-0.20161801554853284	1
CD4+ central memory like T (Tcm-like) cell	-0.20161801554853284	1
Induced regulatory T (Treg) cell	-0.20161801554853284	1
FOXP3+ natural regulatory T (Treg) cell	-0.20161801554853284	1
Effector T cell	-0.20161801554853284	1
Early activated CD4+ T cell	-0.20161801554853284	1
Effector memory CD8+ T cell	-0.20161801554853284	1
Double-positive T cell	-0.20161801554853284	1
Effector regulatory T(eTreg) cell	-0.20161801554853284	1
Pathogenic T peripheral helper cell	-0.20161801554853284	1
Activated CD25+ regulatory T cell	-0.20161801554853284	1
T helper17 (Th17) cell	-0.20161801554853284	1
Activated T cell	-0.20161801554853284	1
T helper 9(Th9) cell	-0.20161801554853284	1
Suppressor T cell	-0.20161801554853284	1
Peripheral blood mononuclear cell (PBMC)	-0.20161801554853284	1
EMRA CD4+ T cell	-0.20161801554853284	1
T helper1 (Th1) cell	-0.20161801554853284	1
Central memory T helper 1 cell	-0.20161801554853284	1
Circulating T follicular helper cell	-0.20161801554853284	1
CD8+ recently activated effector memory or effector T cell (CTL)	-0.20161801554853284	1
Memory regulatory T cell	-0.20161801554853284	1
T peripheral helper(Tph) cell	-0.20161801554853284	1
Tissue resident memory CD4+ T cell	-0.20161801554853284	1
Lymphoid cell	-0.20161801554853284	1
Inflammatory fibroblast	-0.2016277480450106	1
Activated CD8+ T cell	2.7227873173562127	10
Natural killer cell	2.7227873173562127	10
T cell	1.5632545408071508	10
Activated effector cell	-0.3893793986399767	10
CD4+ cytotoxic T2 cell	-0.3893793986399767	10
Cytotoxic CD4+ T cell	-0.3893793986399767	10
CD8+ T cell	-0.3893793986399767	10
Cytotoxic CD8 T cell	-0.3893793986399767	10
Effector CD8 T cell	-0.3893793986399767	10
Finally highly effector (TEMRA) memory T cell	-0.3893793986399767	10
Gamma delta(γδ) T cell	-0.3893793986399767	10
Effector memory CD8+ T cell	-0.3893793986399767	10
Eosinophil	-0.3893793986399767	10
Immune cell	-0.3893793986399767	10
Hematopoietic cell	-0.3893793986399767	10
M1 macrophage	-0.3893793986399767	10
Megakaryocyte	-0.3893793986399767	10
Natural killer T (NKT) cell	-0.3893793986399767	10
NK and T cell	-0.3893793986399767	10
SLC16A7+ cell	-0.3893793986399767	10
Tissue resident memory T(TRM) cell	-0.3893793986399767	10
T cell	6.655107623803498	11
Natural killer cell	6.37648441227147	11
CD8+ T cell	4.153829080304208	11
Regulatory T(Treg) cell	3.823409555493457	11
CD4+ T cell	1.9482085030185206	11
Cytotoxic T cell	1.4122560726795639	11
Natural killer T(NKT) cell	1.307193995571385	11
Memory B cell	1.2996259667416061	11
Microglial cell	1.1267023136366179	11
B cell	1.0007490658387006	11
Naive T(Th0) cell	0.9225659252636779	11
Plasma cell	0.876962308079313	11
Naive CD8+ T cell	0.8501260544632487	11
Naive CD4+ T cell	0.8042466787566102	11
Immune cell	0.7415409049660984	11
T follicular helper(Tfh) cell	0.6817658401941418	11
Regulatory CD4+ T cell	0.6791002112411965	11
Natural killer T (NKT) cell	0.6269101512421866	11
Activated CD8+ T cell	0.5418320936219241	11
Plasmablast	0.5362247175912396	11
Lymphocyte	0.5199969678164788	11
Central memory T cell	0.5188724198142665	11
Gamma delta(γδ) T cell	0.5019568279708984	11
Effector memory T cell	0.48678377027233416	11
Naive B cell	0.46064061001098106	11
Exhausted CD4+ T cell	0.275644604333523	11
Switched memory B cell(Sw MB)	0.2623327012507147	11
Exhausted T(Tex) cell	0.2462227730620709	11
Cytotoxic CD8+ T cell	0.22968590963566124	11
Cytotoxic CD4+ T cell	0.1770014485318543	11
Memory CD8+ T cell	0.16151178868611632	11
Non-switched memory B cell	0.12221452728053075	11
Unswitched memory B cell(UnSw MB)	0.12221452728053075	11
Marginal zone(MZ)-like B cell	0.12221452728053075	11
Central memory CD8+ T cell	0.12221452728053075	11
Memory CD4+ T cell	0.06631609389733341	11
CD8 T cell	0.004086258577496239	11
Effector memory CD4+ T cell	-0.004915806726508771	11
Monocyte	-0.018126668093672336	11
IgM memory B cell	-0.0740973667439591	11
Central memory CD4+ T cell	-0.0740973667439591	11
Switched memory B cell	-0.0740973667439591	11
Activated B cell	-0.0740973667439591	11
Naive T cell	-0.0740973667439591	11
Class-switched memory B cell	-0.0740973667439591	11
Activated T cell	-0.0740973667439591	11
Terminal differentiated B cell	-0.0740973667439591	11
Resting memory B cell	-0.0740973667439591	11
